dni,supermercado,provincia,fecha_llegada,fecha_salida,total_compra
06875131V,Lidl,Sevilla,04/11/2019 03:51,04/11/2019 06:23,102.60
90225569L,Lidl,Cadiz,04/11/2019 04:52,04/11/2019 06:36,114.34
97145433B,Lidl,Malaga,04/11/2019 10:30,04/11/2019 11:28,114.22
88066029H,Carrefour,Almeria,04/11/2019 10:49,04/11/2019 11:45,3.29
57273611T,Mercadona,Jaen,04/11/2019 11:23,04/11/2019 12:27,96.23
94504128A,Lidl,Malaga,04/11/2019 15:22,04/11/2019 18:04,58.32
91377301A,Carrefour,Sevilla,04/11/2019 23:22,05/11/2019 00:44,22.30
40509222N,Dia,Cadiz,05/11/2019 03:19,05/11/2019 05:35,46.92
96080754W,Lidl,Huelva,05/11/2019 03:32,05/11/2019 04:34,11.38
95589085G,Carrefour,Sevilla,05/11/2019 06:08,05/11/2019 07:48,22.63
14716387K,Mas,Almeria,05/11/2019 17:28,05/11/2019 19:45,192.92
54197541L,Mas,Malaga,06/11/2019 03:20,06/11/2019 03:38,12.37
91377301A,Lidl,Granada,06/11/2019 07:28,06/11/2019 08:15,92.44
85798029W,Mas,Malaga,06/11/2019 08:56,06/11/2019 10:33,65.42
39434545X,Supersol,Almeria,06/11/2019 15:17,06/11/2019 18:16,43.84
38786341S,Mas,Malaga,06/11/2019 15:19,06/11/2019 17:07,17.27
62324051P,Mercadona,Malaga,06/11/2019 18:14,06/11/2019 18:53,150.59
26457703K,Dia,Jaen,06/11/2019 21:28,06/11/2019 22:43,95.72
86672846Z,Mas,Almeria,07/11/2019 03:43,07/11/2019 06:01,173.81
57456191Y,Mas,Huelva,07/11/2019 04:16,07/11/2019 05:27,167.92
65817663N,Lidl,Malaga,07/11/2019 08:04,07/11/2019 09:30,68.40
98991637M,Lidl,Malaga,07/11/2019 14:07,07/11/2019 16:16,76.88
62973732P,Mas,Jaen,07/11/2019 14:45,07/11/2019 16:54,114.30
52109319J,Mas,Cordoba,07/11/2019 19:34,07/11/2019 21:19,192.67
35406772C,Supersol,Sevilla,07/11/2019 19:43,07/11/2019 20:11,14.15
83643589H,Carrefour,Jaen,08/11/2019 01:43,08/11/2019 01:50,19.92
01094702V,Lidl,Sevilla,08/11/2019 02:37,08/11/2019 04:26,180.90
18905644N,Aldi,Granada,08/11/2019 03:45,08/11/2019 06:34,61.24
01981740Z,Supersol,Cadiz,08/11/2019 07:32,08/11/2019 09:46,184.31
38373613E,Supersol,Granada,08/11/2019 08:47,08/11/2019 11:31,30.00
15112574X,Carrefour,Cordoba,08/11/2019 14:24,08/11/2019 15:28,198.38
29436667W,Mercadona,Cadiz,08/11/2019 15:32,08/11/2019 16:21,193.42
25033337E,Carrefour,Cadiz,08/11/2019 15:46,08/11/2019 16:56,166.39
63680819Y,Carrefour,Granada,08/11/2019 18:28,08/11/2019 19:07,91.65
23211792P,Lidl,Cadiz,08/11/2019 22:51,08/11/2019 23:28,127.15
10095030P,Lidl,Jaen,09/11/2019 10:20,09/11/2019 11:36,21.03
49535461Q,Dia,Malaga,09/11/2019 10:48,09/11/2019 12:25,127.59
43988060P,Lidl,Almeria,09/11/2019 17:05,09/11/2019 17:40,22.58
00786649A,Mercadona,Sevilla,09/11/2019 22:05,10/11/2019 00:28,192.81
70266646J,Mercadona,Huelva,10/11/2019 10:58,10/11/2019 11:30,55.24
97548385A,Aldi,Malaga,11/11/2019 01:21,11/11/2019 01:39,55.77
28092397J,Supersol,Cordoba,11/11/2019 03:35,11/11/2019 04:24,3.70
73138355B,Supersol,Almeria,11/11/2019 07:17,11/11/2019 10:08,82.43
56667898S,Aldi,Cordoba,11/11/2019 10:16,11/11/2019 12:34,171.40
31044576G,Carrefour,Cadiz,11/11/2019 11:54,11/11/2019 13:13,2.51
83774908F,Lidl,Malaga,11/11/2019 15:55,11/11/2019 16:55,74.26
69153976Z,Supersol,Jaen,11/11/2019 16:14,11/11/2019 17:50,111.22
73592922Y,Dia,Malaga,11/11/2019 18:23,11/11/2019 19:27,110.85
65817663N,Aldi,Sevilla,11/11/2019 19:32,11/11/2019 19:52,127.21
26929387K,Lidl,Sevilla,11/11/2019 23:01,11/11/2019 23:09,179.96
61366995M,Mercadona,Granada,12/11/2019 02:19,12/11/2019 03:12,73.88
66650844H,Supersol,Cordoba,12/11/2019 05:52,12/11/2019 08:18,198.72
29608161P,Mercadona,Cadiz,12/11/2019 07:30,12/11/2019 09:21,88.52
04341138A,Supersol,Huelva,12/11/2019 10:02,12/11/2019 11:43,107.86
96816973Z,Mercadona,Huelva,13/11/2019 01:55,13/11/2019 04:15,114.70
66247259Z,Supersol,Cordoba,13/11/2019 02:02,13/11/2019 02:02,106.51
14308083J,Supersol,Almeria,13/11/2019 03:46,13/11/2019 06:25,51.90
26723394Q,Lidl,Sevilla,13/11/2019 04:43,13/11/2019 06:29,160.27
44104827G,Aldi,Huelva,13/11/2019 06:44,13/11/2019 07:51,142.33
70647427Y,Mercadona,Cadiz,13/11/2019 08:33,13/11/2019 10:27,163.22
95962277K,Carrefour,Granada,13/11/2019 20:36,13/11/2019 23:06,159.04
85798029W,Carrefour,Granada,14/11/2019 04:10,14/11/2019 06:24,69.73
72585732D,Mas,Jaen,14/11/2019 04:15,14/11/2019 06:45,44.23
14657186E,Dia,Almeria,14/11/2019 09:37,14/11/2019 10:10,152.12
27633503S,Aldi,Jaen,14/11/2019 15:43,14/11/2019 17:09,149.75
90225569L,Aldi,Malaga,14/11/2019 15:55,14/11/2019 18:47,80.31
52109319J,Supersol,Malaga,14/11/2019 21:13,14/11/2019 22:30,156.90
31284679X,Mas,Huelva,15/11/2019 05:46,15/11/2019 07:55,88.22
35738005F,Dia,Sevilla,15/11/2019 18:36,15/11/2019 20:25,160.94
00105632Q,Mercadona,Granada,15/11/2019 18:42,15/11/2019 21:34,189.11
14764267S,Aldi,Malaga,15/11/2019 20:56,15/11/2019 22:23,96.97
77345797V,Lidl,Sevilla,15/11/2019 22:22,15/11/2019 22:54,144.67
51642291T,Aldi,Huelva,16/11/2019 01:38,16/11/2019 01:59,138.62
93787937D,Supersol,Cadiz,16/11/2019 01:45,16/11/2019 01:45,195.63
34985618L,Lidl,Huelva,16/11/2019 05:03,16/11/2019 06:38,185.06
67660077B,Dia,Sevilla,16/11/2019 06:54,16/11/2019 08:20,86.93
86118654F,Mercadona,Malaga,16/11/2019 10:19,16/11/2019 11:54,56.87
58621691G,Lidl,Cordoba,16/11/2019 10:52,16/11/2019 12:47,174.33
12164850N,Aldi,Sevilla,16/11/2019 14:09,16/11/2019 16:56,190.90
75260360J,Aldi,Sevilla,16/11/2019 14:10,16/11/2019 15:06,196.07
91030004Y,Aldi,Granada,16/11/2019 15:30,16/11/2019 16:36,175.40
01940629G,Carrefour,Cordoba,16/11/2019 17:10,16/11/2019 18:19,197.55
31541431J,Mas,Cordoba,17/11/2019 00:07,17/11/2019 01:17,70.68
86672846Z,Carrefour,Cadiz,17/11/2019 00:19,17/11/2019 02:40,7.54
43856850J,Aldi,Jaen,17/11/2019 05:17,17/11/2019 05:24,179.93
86672846Z,Lidl,Huelva,17/11/2019 06:33,17/11/2019 06:49,81.32
00453082M,Lidl,Almeria,17/11/2019 08:21,17/11/2019 09:32,24.81
31044576G,Mercadona,Jaen,17/11/2019 12:40,17/11/2019 13:22,163.91
21725320A,Dia,Cordoba,17/11/2019 14:48,17/11/2019 14:52,44.97
19371098S,Carrefour,Malaga,17/11/2019 15:24,17/11/2019 18:20,108.63
72585732D,Dia,Malaga,17/11/2019 15:42,17/11/2019 16:28,115.16
28092397J,Mercadona,Malaga,17/11/2019 16:30,17/11/2019 18:54,173.38
00458346W,Carrefour,Granada,17/11/2019 16:34,17/11/2019 19:11,65.04
48728111N,Aldi,Granada,17/11/2019 16:58,17/11/2019 19:48,28.37
94128682D,Mercadona,Jaen,17/11/2019 23:10,18/11/2019 00:38,120.40
26595089M,Lidl,Malaga,17/11/2019 23:32,18/11/2019 01:28,53.71
12164850N,Supersol,Malaga,18/11/2019 02:18,18/11/2019 05:04,194.35
02866418C,Aldi,Cordoba,18/11/2019 12:18,18/11/2019 14:23,138.33
99100335M,Lidl,Cadiz,18/11/2019 16:24,18/11/2019 19:16,1.32
01981740Z,Aldi,Cordoba,18/11/2019 17:38,18/11/2019 18:54,75.99
98065695C,Carrefour,Malaga,18/11/2019 18:54,18/11/2019 19:05,128.75
29608161P,Aldi,Huelva,18/11/2019 22:20,18/11/2019 22:51,94.12
94592071V,Dia,Cordoba,19/11/2019 01:20,19/11/2019 02:37,170.02
14840756Y,Lidl,Almeria,19/11/2019 01:29,19/11/2019 03:16,5.47
39893144N,Supersol,Huelva,19/11/2019 08:19,19/11/2019 08:58,165.69
74396482S,Mercadona,Sevilla,19/11/2019 13:11,19/11/2019 15:27,179.04
32311916K,Dia,Malaga,19/11/2019 13:13,19/11/2019 15:45,56.72
80403131F,Lidl,Cordoba,19/11/2019 17:32,19/11/2019 17:33,4.55
47601548N,Lidl,Cordoba,20/11/2019 18:02,20/11/2019 20:23,59.32
53408767F,Mercadona,Malaga,21/11/2019 00:51,21/11/2019 01:56,160.04
30869274P,Mas,Malaga,21/11/2019 01:32,21/11/2019 03:54,150.06
94128682D,Carrefour,Cordoba,21/11/2019 07:44,21/11/2019 09:18,89.22
72006198Y,Lidl,Sevilla,21/11/2019 12:18,21/11/2019 13:11,108.75
48210679B,Mercadona,Granada,21/11/2019 15:40,21/11/2019 17:01,107.71
62601881K,Lidl,Almeria,21/11/2019 15:46,21/11/2019 17:00,32.22
52109319J,Supersol,Malaga,21/11/2019 19:13,21/11/2019 20:40,87.23
59470217Z,Aldi,Huelva,21/11/2019 19:32,21/11/2019 19:38,64.53
61366995M,Mercadona,Malaga,21/11/2019 22:22,21/11/2019 23:44,84.30
89165507G,Carrefour,Cadiz,22/11/2019 00:51,22/11/2019 02:19,103.98
46789450K,Dia,Jaen,22/11/2019 01:35,22/11/2019 02:52,163.78
39800451D,Carrefour,Cadiz,22/11/2019 03:16,22/11/2019 05:35,41.81
80433553T,Mas,Almeria,22/11/2019 04:55,22/11/2019 05:00,31.58
47504932L,Carrefour,Cadiz,22/11/2019 05:49,22/11/2019 05:59,72.44
98597815N,Supersol,Granada,22/11/2019 07:30,22/11/2019 09:26,133.85
90797686B,Carrefour,Malaga,22/11/2019 08:11,22/11/2019 10:22,164.08
50472032G,Lidl,Malaga,22/11/2019 14:29,22/11/2019 16:49,181.92
49535461Q,Supersol,Huelva,22/11/2019 14:37,22/11/2019 16:54,181.85
99100335M,Lidl,Granada,22/11/2019 14:45,22/11/2019 17:28,172.56
00017949D,Carrefour,Cordoba,22/11/2019 15:45,22/11/2019 17:18,62.68
44124001L,Dia,Almeria,22/11/2019 17:31,22/11/2019 19:24,78.53
21725320A,Mercadona,Malaga,22/11/2019 22:15,22/11/2019 23:51,146.40
21439721H,Aldi,Almeria,22/11/2019 22:32,22/11/2019 23:03,128.01
73168909K,Carrefour,Jaen,23/11/2019 04:11,23/11/2019 05:12,130.77
47687051R,Lidl,Huelva,23/11/2019 08:17,23/11/2019 09:11,54.71
42679297Z,Mas,Jaen,23/11/2019 09:54,23/11/2019 12:45,183.17
82623561V,Aldi,Huelva,23/11/2019 14:14,23/11/2019 15:17,1.30
09912256S,Mas,Cadiz,23/11/2019 20:26,23/11/2019 22:29,156.15
89217507R,Lidl,Sevilla,24/11/2019 00:55,24/11/2019 01:30,151.80
88198438Q,Mercadona,Granada,24/11/2019 02:31,24/11/2019 02:51,106.36
21135362H,Supersol,Cordoba,24/11/2019 08:32,24/11/2019 09:18,189.22
64270646K,Aldi,Cadiz,24/11/2019 11:31,24/11/2019 14:26,82.85
86118654F,Mercadona,Huelva,24/11/2019 11:36,24/11/2019 13:52,107.30
40794181R,Lidl,Sevilla,24/11/2019 13:12,24/11/2019 15:35,81.61
39893144N,Mercadona,Huelva,24/11/2019 15:30,24/11/2019 16:30,16.82
22253955Y,Dia,Huelva,24/11/2019 17:55,24/11/2019 19:00,87.69
77637254H,Dia,Malaga,24/11/2019 18:50,24/11/2019 20:00,173.61
67660077B,Mercadona,Cadiz,24/11/2019 19:56,24/11/2019 21:27,79.80
66334271V,Mercadona,Huelva,24/11/2019 22:37,25/11/2019 00:03,131.86
61433451Z,Mercadona,Huelva,25/11/2019 13:51,25/11/2019 15:08,96.32
74893962M,Mercadona,Malaga,25/11/2019 15:55,25/11/2019 18:54,137.11
34122968F,Mercadona,Cadiz,25/11/2019 23:55,26/11/2019 00:39,74.35
28861534F,Supersol,Malaga,26/11/2019 14:21,26/11/2019 16:19,180.32
49861960F,Mercadona,Huelva,26/11/2019 19:32,26/11/2019 22:21,160.89
84644396A,Supersol,Huelva,26/11/2019 19:38,26/11/2019 21:39,189.46
82733528K,Aldi,Malaga,26/11/2019 23:46,27/11/2019 00:38,100.67
90225569L,Dia,Huelva,27/11/2019 09:47,27/11/2019 11:34,137.37
97785005E,Mas,Jaen,27/11/2019 13:54,27/11/2019 16:06,16.89
56667898S,Dia,Malaga,27/11/2019 19:49,27/11/2019 20:14,149.71
57456191Y,Aldi,Almeria,27/11/2019 22:19,27/11/2019 23:01,183.44
79821136G,Mercadona,Cordoba,27/11/2019 22:27,27/11/2019 22:56,193.19
57456191Y,Supersol,Jaen,28/11/2019 10:20,28/11/2019 10:23,51.81
48673042M,Carrefour,Jaen,28/11/2019 18:14,28/11/2019 19:16,37.02
87219759X,Mercadona,Malaga,29/11/2019 01:07,29/11/2019 02:54,107.81
70968635L,Supersol,Cadiz,29/11/2019 05:45,29/11/2019 07:54,1.71
15122022M,Dia,Granada,29/11/2019 05:58,29/11/2019 07:14,107.39
15112574X,Mercadona,Huelva,29/11/2019 09:22,29/11/2019 10:15,9.60
03446856F,Mas,Granada,29/11/2019 17:25,29/11/2019 18:31,129.93
83643589H,Mercadona,Jaen,29/11/2019 21:05,29/11/2019 22:49,149.88
83701908D,Aldi,Malaga,30/11/2019 01:39,30/11/2019 03:15,32.88
91186765E,Mas,Malaga,30/11/2019 04:09,30/11/2019 04:21,2.80
11344365Y,Supersol,Malaga,30/11/2019 06:14,30/11/2019 07:25,35.92
52297228N,Aldi,Malaga,30/11/2019 13:23,30/11/2019 15:20,117.98
48210679B,Aldi,Jaen,30/11/2019 13:23,30/11/2019 14:51,49.63
26100971L,Mercadona,Granada,30/11/2019 14:03,30/11/2019 14:09,40.87
88226973P,Mercadona,Malaga,30/11/2019 15:58,30/11/2019 17:08,169.34
95807635P,Mercadona,Cadiz,30/11/2019 16:28,30/11/2019 16:57,128.13
29300457K,Aldi,Almeria,30/11/2019 21:02,30/11/2019 23:27,93.15
18343589P,Mercadona,Jaen,30/11/2019 21:33,30/11/2019 22:12,146.22
36098787B,Aldi,Cordoba,30/11/2019 23:33,01/12/2019 01:03,142.48
84644396A,Dia,Huelva,01/12/2019 05:27,01/12/2019 08:11,133.94
59470217Z,Mas,Granada,01/12/2019 05:34,01/12/2019 07:13,193.39
73560073R,Supersol,Malaga,01/12/2019 11:23,01/12/2019 13:51,56.27
66247259Z,Carrefour,Malaga,01/12/2019 13:30,01/12/2019 13:57,148.88
23664300Z,Aldi,Sevilla,01/12/2019 16:18,01/12/2019 17:59,197.94
76663187R,Supersol,Huelva,01/12/2019 18:13,01/12/2019 20:16,97.46
13525512V,Dia,Jaen,01/12/2019 22:19,01/12/2019 23:40,92.99
21135362H,Mas,Malaga,01/12/2019 22:48,01/12/2019 22:59,125.97
37483488C,Mas,Huelva,02/12/2019 01:01,02/12/2019 01:07,113.05
86328458M,Dia,Cordoba,02/12/2019 05:16,02/12/2019 07:48,129.40
75260360J,Aldi,Huelva,02/12/2019 06:17,02/12/2019 08:32,54.74
58572662B,Aldi,Cordoba,02/12/2019 12:09,02/12/2019 14:01,30.62
26730664H,Lidl,Cordoba,02/12/2019 15:35,02/12/2019 18:23,141.14
38365814C,Lidl,Huelva,02/12/2019 16:25,02/12/2019 16:43,147.38
91377301A,Mas,Almeria,02/12/2019 19:09,02/12/2019 21:06,29.08
58551456B,Carrefour,Sevilla,03/12/2019 08:35,03/12/2019 11:27,58.78
29608161P,Dia,Cordoba,03/12/2019 09:03,03/12/2019 09:50,166.23
55993608Q,Dia,Jaen,03/12/2019 10:19,03/12/2019 10:39,133.32
88798554Q,Lidl,Malaga,03/12/2019 18:06,03/12/2019 20:05,185.02
89945059V,Mas,Malaga,03/12/2019 23:40,04/12/2019 01:18,168.52
34122968F,Supersol,Almeria,04/12/2019 03:33,04/12/2019 04:20,99.44
51907371M,Mas,Malaga,04/12/2019 08:09,04/12/2019 10:58,123.20
42068364F,Supersol,Cadiz,04/12/2019 12:26,04/12/2019 12:32,193.61
81706406X,Dia,Almeria,04/12/2019 17:37,04/12/2019 18:40,67.80
73699204M,Supersol,Huelva,05/12/2019 03:23,05/12/2019 05:08,183.68
05723208A,Dia,Malaga,05/12/2019 03:37,05/12/2019 05:32,193.78
10095030P,Dia,Malaga,05/12/2019 06:33,05/12/2019 07:14,188.11
38373613E,Aldi,Granada,05/12/2019 11:04,05/12/2019 11:51,23.00
45419661C,Aldi,Jaen,05/12/2019 13:08,05/12/2019 13:15,62.94
97548385A,Dia,Almeria,05/12/2019 13:56,05/12/2019 15:13,169.55
85798029W,Lidl,Jaen,05/12/2019 17:13,05/12/2019 17:25,119.12
24359901A,Lidl,Malaga,05/12/2019 19:39,05/12/2019 21:13,85.74
42679297Z,Lidl,Cordoba,05/12/2019 20:32,05/12/2019 22:32,83.72
73168909K,Dia,Huelva,06/12/2019 01:49,06/12/2019 02:18,108.60
96080754W,Mas,Granada,06/12/2019 09:15,06/12/2019 09:25,134.59
97331408P,Supersol,Malaga,06/12/2019 22:03,06/12/2019 23:09,139.82
96816973Z,Carrefour,Cadiz,07/12/2019 01:42,07/12/2019 04:05,94.08
33450761K,Dia,Jaen,07/12/2019 03:18,07/12/2019 06:05,11.99
47675178L,Dia,Almeria,07/12/2019 05:34,07/12/2019 06:58,159.22
85915274Q,Lidl,Jaen,07/12/2019 07:01,07/12/2019 08:43,92.38
30869274P,Supersol,Granada,07/12/2019 07:41,07/12/2019 09:50,87.64
93787937D,Lidl,Sevilla,07/12/2019 09:08,07/12/2019 09:43,134.13
28092397J,Mercadona,Malaga,07/12/2019 10:24,07/12/2019 11:43,63.94
39278848T,Carrefour,Malaga,07/12/2019 23:53,08/12/2019 01:18,54.94
87219759X,Carrefour,Cadiz,08/12/2019 00:09,08/12/2019 01:34,23.33
86606482M,Aldi,Sevilla,08/12/2019 01:02,08/12/2019 01:06,138.13
30510524N,Lidl,Huelva,08/12/2019 01:04,08/12/2019 02:02,117.62
53016835H,Lidl,Sevilla,08/12/2019 01:06,08/12/2019 01:06,64.60
83826560R,Aldi,Malaga,08/12/2019 09:24,08/12/2019 11:34,124.63
11344365Y,Mas,Huelva,08/12/2019 10:28,08/12/2019 12:51,139.99
72783203W,Carrefour,Granada,08/12/2019 13:04,08/12/2019 15:29,31.90
13525512V,Supersol,Sevilla,08/12/2019 18:51,08/12/2019 21:15,147.72
19861911P,Mercadona,Huelva,08/12/2019 18:56,08/12/2019 19:33,150.37
31541431J,Carrefour,Huelva,08/12/2019 19:16,08/12/2019 19:31,185.30
15893816B,Mercadona,Almeria,08/12/2019 23:47,09/12/2019 00:36,84.10
29554681A,Mas,Malaga,09/12/2019 03:13,09/12/2019 03:31,190.85
50472032G,Mercadona,Cordoba,09/12/2019 05:33,09/12/2019 08:28,74.77
35647283C,Supersol,Cadiz,09/12/2019 08:01,09/12/2019 08:35,196.16
76503388Y,Mas,Almeria,09/12/2019 10:25,09/12/2019 12:09,133.54
42068364F,Dia,Cadiz,09/12/2019 15:00,09/12/2019 16:49,183.29
00105632Q,Aldi,Almeria,09/12/2019 15:11,09/12/2019 17:39,194.79
38309193W,Dia,Almeria,09/12/2019 16:05,09/12/2019 18:57,94.30
88994494L,Mercadona,Cadiz,09/12/2019 18:08,09/12/2019 20:28,196.92
34727059A,Aldi,Huelva,09/12/2019 19:59,09/12/2019 21:32,29.98
96080754W,Mas,Malaga,09/12/2019 20:28,09/12/2019 20:39,7.81
07657003G,Supersol,Cadiz,09/12/2019 21:50,09/12/2019 23:27,58.74
61845771J,Lidl,Granada,10/12/2019 02:06,10/12/2019 04:39,82.09
16274345M,Aldi,Granada,10/12/2019 03:25,10/12/2019 05:35,194.24
64236064P,Supersol,Huelva,10/12/2019 09:14,10/12/2019 10:43,157.87
79821136G,Mercadona,Sevilla,10/12/2019 15:49,10/12/2019 18:23,51.91
67798408C,Mas,Cordoba,10/12/2019 22:53,10/12/2019 23:05,60.83
38786341S,Lidl,Cadiz,11/12/2019 00:43,11/12/2019 03:20,146.01
16531963T,Dia,Malaga,11/12/2019 13:43,11/12/2019 15:28,1.58
73560073R,Aldi,Malaga,11/12/2019 14:04,11/12/2019 16:20,174.81
55691238G,Mercadona,Huelva,11/12/2019 15:13,11/12/2019 17:14,42.18
89803474C,Lidl,Almeria,11/12/2019 17:52,11/12/2019 18:16,66.67
02859022F,Lidl,Malaga,11/12/2019 18:25,11/12/2019 21:09,52.96
46993759K,Dia,Sevilla,12/12/2019 05:59,12/12/2019 06:05,139.60
82623561V,Mercadona,Malaga,12/12/2019 20:40,12/12/2019 21:40,36.11
02866418C,Mas,Malaga,12/12/2019 23:31,13/12/2019 00:46,94.13
75260360J,Carrefour,Granada,12/12/2019 23:35,13/12/2019 01:27,46.73
22369448Q,Dia,Huelva,13/12/2019 01:03,13/12/2019 01:54,119.46
77345797V,Dia,Cadiz,13/12/2019 01:48,13/12/2019 03:57,70.32
84644396A,Lidl,Almeria,13/12/2019 07:52,13/12/2019 10:23,92.68
42469218V,Carrefour,Almeria,13/12/2019 10:08,13/12/2019 11:54,27.57
26730664H,Lidl,Cadiz,13/12/2019 10:39,13/12/2019 11:00,8.95
62565551P,Mas,Jaen,13/12/2019 17:26,13/12/2019 19:27,171.85
14657186E,Lidl,Almeria,14/12/2019 02:01,14/12/2019 04:26,76.72
00458346W,Carrefour,Jaen,14/12/2019 02:05,14/12/2019 03:44,124.00
70406167Q,Aldi,Cordoba,14/12/2019 13:07,14/12/2019 16:03,118.44
60438858X,Aldi,Jaen,14/12/2019 14:24,14/12/2019 16:57,185.29
40509222N,Mas,Almeria,14/12/2019 19:57,14/12/2019 20:18,135.71
28487568K,Lidl,Granada,15/12/2019 01:32,15/12/2019 03:23,169.60
48210679B,Mas,Sevilla,15/12/2019 03:05,15/12/2019 03:05,10.65
86606482M,Mercadona,Malaga,15/12/2019 03:26,15/12/2019 05:23,105.50
99074860Z,Mas,Malaga,15/12/2019 04:16,15/12/2019 05:06,176.68
01981740Z,Aldi,Huelva,15/12/2019 07:17,15/12/2019 07:30,116.51
01094702V,Mercadona,Jaen,15/12/2019 10:19,15/12/2019 12:10,53.90
95589085G,Mercadona,Cadiz,15/12/2019 11:02,15/12/2019 13:58,152.45
29554681A,Aldi,Sevilla,15/12/2019 13:19,15/12/2019 14:30,158.87
13529450E,Dia,Cadiz,15/12/2019 16:19,15/12/2019 17:36,170.02
84612182N,Supersol,Cadiz,15/12/2019 16:52,15/12/2019 17:29,169.41
57419120B,Mas,Cordoba,15/12/2019 18:51,15/12/2019 21:20,66.57
87857894X,Mas,Sevilla,15/12/2019 18:52,15/12/2019 19:32,22.20
62601881K,Supersol,Almeria,15/12/2019 20:04,15/12/2019 20:29,135.25
54930005W,Mercadona,Almeria,15/12/2019 22:33,15/12/2019 23:15,65.61
09912256S,Lidl,Cadiz,15/12/2019 23:03,16/12/2019 00:01,162.09
48985105G,Mercadona,Granada,15/12/2019 23:10,15/12/2019 23:44,184.21
75954160H,Aldi,Almeria,16/12/2019 11:27,16/12/2019 13:07,41.89
92168730W,Lidl,Malaga,16/12/2019 22:41,16/12/2019 23:47,40.92
20575725V,Dia,Jaen,17/12/2019 00:39,17/12/2019 00:52,123.41
83643589H,Aldi,Jaen,17/12/2019 08:31,17/12/2019 09:32,185.58
60132584G,Supersol,Malaga,17/12/2019 15:18,17/12/2019 17:55,128.93
18905644N,Mas,Granada,17/12/2019 22:59,17/12/2019 23:34,179.29
83774908F,Supersol,Granada,18/12/2019 01:41,18/12/2019 04:32,69.59
96010371E,Dia,Cordoba,18/12/2019 03:35,18/12/2019 06:12,166.14
37766627Y,Mas,Malaga,18/12/2019 03:43,18/12/2019 03:54,146.86
97452705A,Mas,Huelva,18/12/2019 05:47,18/12/2019 08:33,190.99
65667384S,Supersol,Cordoba,18/12/2019 06:15,18/12/2019 09:02,71.18
82623561V,Dia,Sevilla,18/12/2019 06:29,18/12/2019 08:13,168.46
21229154Q,Carrefour,Malaga,18/12/2019 10:10,18/12/2019 12:22,121.76
57212545E,Lidl,Malaga,18/12/2019 11:21,18/12/2019 12:02,73.05
36543958V,Dia,Jaen,18/12/2019 15:44,18/12/2019 16:36,71.80
57273611T,Aldi,Almeria,18/12/2019 23:56,19/12/2019 02:37,184.27
91857790E,Dia,Malaga,19/12/2019 02:30,19/12/2019 04:18,60.62
91073558K,Lidl,Granada,19/12/2019 05:33,19/12/2019 07:20,63.34
86328458M,Supersol,Jaen,19/12/2019 05:45,19/12/2019 06:00,160.14
40961226C,Mas,Cordoba,19/12/2019 10:03,19/12/2019 11:18,90.88
06286245T,Dia,Cadiz,19/12/2019 16:35,19/12/2019 18:05,145.60
74608293L,Dia,Jaen,19/12/2019 17:18,19/12/2019 17:39,168.83
57404511F,Dia,Granada,20/12/2019 01:19,20/12/2019 01:54,3.97
07657003G,Lidl,Almeria,20/12/2019 04:03,20/12/2019 06:26,82.34
91030004Y,Carrefour,Almeria,20/12/2019 05:38,20/12/2019 08:28,2.73
17745965Q,Mas,Sevilla,20/12/2019 08:20,20/12/2019 08:25,102.59
86118654F,Dia,Granada,21/12/2019 07:34,21/12/2019 08:17,158.18
30510524N,Supersol,Granada,21/12/2019 13:43,21/12/2019 16:19,109.31
92098047K,Lidl,Cordoba,21/12/2019 16:11,21/12/2019 17:34,163.46
25033337E,Aldi,Sevilla,21/12/2019 17:24,21/12/2019 18:46,82.02
04885246T,Mas,Granada,21/12/2019 18:24,21/12/2019 20:25,104.87
58351586B,Dia,Cadiz,22/12/2019 01:32,22/12/2019 01:47,161.59
09223452S,Aldi,Jaen,22/12/2019 03:35,22/12/2019 05:24,104.63
83643589H,Supersol,Malaga,22/12/2019 07:55,22/12/2019 10:10,181.81
03973756T,Mercadona,Granada,22/12/2019 07:59,22/12/2019 09:44,95.21
08083605W,Aldi,Malaga,22/12/2019 10:06,22/12/2019 11:26,146.10
20575725V,Mercadona,Cordoba,22/12/2019 10:26,22/12/2019 11:50,27.65
47374034Z,Dia,Cordoba,22/12/2019 10:30,22/12/2019 12:49,71.27
14726795X,Carrefour,Granada,22/12/2019 11:16,22/12/2019 11:27,144.31
38465415P,Mercadona,Malaga,22/12/2019 15:16,22/12/2019 15:40,179.22
10095030P,Carrefour,Huelva,22/12/2019 19:31,22/12/2019 19:34,1.76
39893144N,Mas,Granada,23/12/2019 02:30,23/12/2019 04:58,90.55
86302030G,Dia,Malaga,23/12/2019 04:17,23/12/2019 04:32,104.00
37089432T,Lidl,Almeria,23/12/2019 06:25,23/12/2019 07:58,144.75
67140481P,Mercadona,Cordoba,23/12/2019 07:01,23/12/2019 07:37,95.06
13109653K,Dia,Cadiz,23/12/2019 07:20,23/12/2019 08:03,181.51
42679297Z,Aldi,Almeria,23/12/2019 08:00,23/12/2019 08:31,79.28
60694594D,Mercadona,Cadiz,23/12/2019 13:54,23/12/2019 15:28,162.99
99074860Z,Mercadona,Sevilla,23/12/2019 15:51,23/12/2019 16:48,71.02
69252327V,Carrefour,Almeria,23/12/2019 16:58,23/12/2019 17:40,78.80
